,Model,Make,Year,Views Per Day 7,Views Per Day,Views Per Day 1,Views Per Day 2,Views Per Day 3,Views Per Day 4,Views Per Day 5,Views Per Day 6,Views,Days Online
3676,Q3,Audi,2013.0,0.0,188.5625,156.98342589758167,109.99420961204402,257.04347826086956,203.96096291476908,0.0,0.0,1665.125,151.01510416666667
3911,Coupe,Hyundai,2008.0,0.0,130.0,74.18181818181819,74.208,95.83916083916084,128.8846153846154,0.0,0.0,1665.0,206.15
3744,Grand Scenic,Renault,2016.0,0.0,151.2207792207792,97.14335664335665,45.55723166183175,113.66106870229007,96.70186839967506,0.0,0.0,1663.0,214.30717329545453
4011,Jazz,Honda,2007.0,0.0,134.02666666666667,223.875,157.48717948717947,156.53333333333333,125.61627906976743,0.0,0.0,1663.0,167.19791666666669
3805,S60,Volvo,2003.0,0.0,183.97826086956522,171.39622641509433,171.9642857142857,101.7,64.37837837837837,0.0,0.0,1662.625,174.27083333333334
4114,CL-Class,Mercedes-Benz,2007.0,0.0,171.55467196819086,231.64106463878326,125.1,152.5,163.1470588235294,0.0,0.0,1661.875,156.9197048611111
3332,Allroad,Mazda,2009.0,0.0,86.49411764705883,21.5531914893617,78.90526315789474,74.91089108910892,19.9811320754717,0.0,0.0,1659.875,297.0625
3535,500,Abarth,2012.0,0.0,132.16,117.62068965517241,62.36538461538461,0.0,116.14598540145985,0.0,0.0,1659.125,204.34895833333331
3845,Logan,Dacia,2019.0,0.0,213.89283408650746,179.04123711340205,141.05263157894737,177.375,126.00000000000001,0.0,0.0,1657.375,158.02395833333333
3407,ASX,Mitsubishi,2020.0,0.0,117.66990291262135,118.80341880341881,41.70629370629371,28.952380952380953,103.6234309623431,0.0,0.0,1656.875,236.41145833333337
3388,X-Trail,Nissan,2006.0,0.0,183.68181818181816,164.71208129469326,127.4942878903275,129.7694117647059,179.24098274960792,0.0,0.0,1655.5,161.57204861111111
3717,Stonic,Kia,2018.0,0.0,154.8965138622015,193.9745836985101,166.2089552238806,123.11688311688312,148.6490622375665,0.0,0.0,1654.25,161.36281589673914
3305,Up!,Volkswagen,2015.0,0.0,194.01144601297213,144.0513094601817,132.75054545454546,127.18072289156626,131.2422176104358,0.0,0.0,1653.625,165.78100018853692
3567,C5,Citroen,2011.0,0.0,194.7217391304348,157.19044170890658,143.4707651186101,80.30746022053806,62.1219512195122,0.0,0.0,1652.875,185.26219618055552
3126,FR-V,Honda,2008.0,0.0,298.19050462824725,201.6660630206447,123.10701402805611,182.89162011173184,97.82336182336182,0.0,0.0,1648.75,150.16019965277778
3513,Leaf,Nissan,2013.0,0.0,347.37391304347824,280.67651006711407,239.8739495798319,170.15384615384616,178.59217877094972,0.0,0.0,1647.0,134.75677083333335
4124,GL-Class,Mercedes-Benz,2008.0,0.0,154.19354838709677,132.0508474576271,29.9,117.3076923076923,110.6,0.0,0.0,1645.0,229.10416666666669
3613,CLS-Class,Mercedes-Benz,2016.0,0.0,307.94113866010747,234.5112540192926,234.11818181818182,126.00000000000001,218.8181818181818,0.0,0.0,1643.375,135.07776692708333
3702,Zoe,Renault,2020.0,0.0,167.04051863857373,143.6675461741425,66.3225806451613,115.82089552238806,135.89251439539345,0.0,0.0,1642.875,178.5542200854701
3719,Corsa,Vauxhall,2016.0,0.0,125.5019795315299,111.85183074512037,87.8,74.91909385113269,90.47231270358306,0.0,0.0,1642.25,206.1417820027195
3309,GT86,Toyota,2016.0,0.0,155.25,125.45,121.52380952380952,110.54166666666667,40.0,0.0,0.0,1640.0,201.25
3540,Tourneo,Ford,2017.0,0.0,117.63192182410423,94.24612876935615,103.49256387441211,77.95768688293371,70.86363636363636,0.0,0.0,1640.0,209.059375
3695,Q5,Audi,2020.0,0.0,224.8025078369906,177.2797401542834,163.85325004871208,147.50815217391303,108.4764364105875,0.0,0.0,1639.375,158.01137609649123
3823,Cooper,Mini,2015.0,0.0,140.58724832214764,138.07142857142858,106.6056338028169,80.98039215686273,77.40990990990991,0.0,0.0,1639.0,192.90416666666667
3643,ASX,Mitsubishi,2018.0,0.0,121.17362637362638,128.68322315526174,112.54700089525515,86.8860759493671,107.64555731129208,0.0,0.0,1637.625,189.57841173328308
3563,S90,Volvo,2018.0,0.0,237.88090349075978,222.1424435437174,199.76371308016877,252.83832335329342,123.95471698113208,0.0,0.0,1637.25,143.05380366161617
2431,Starlet,Toyota,1996.0,0.0,65.69724770642202,45.91709844559586,56.67605633802817,62.664,110.36470588235295,0.0,0.0,1636.375,267.0208333333333
3881,Megane,Renault,2004.0,0.0,94.46511627906976,103.01515151515152,74.27692307692308,85.03955637707948,88.52293732145857,0.0,0.0,1633.625,215.39234047202797
17,5-Series,BMW,2009.0,387.9566160520608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.125,90.82682291666666
3820,A8,Audi,2016.0,0.0,131.93396226415095,123.38692390139336,93.54166666666667,109.0190114068441,85.5529411764706,0.0,0.0,1629.0,192.95026041666668
3656,Swift,Suzuki,2014.0,0.0,97.73493975903614,144.23633065561026,117.17222222222222,52.66187050359712,105.81657179000632,0.0,0.0,1629.0,199.88619791666667
3811,S-MAX,Ford,2014.0,0.0,142.152223589383,129.07962903741608,103.01204819277108,97.875,97.96012269938652,0.0,0.0,1628.25,187.9129340277778
3866,1-Series,BMW,2020.0,0.0,160.72727272727272,170.28783855549653,137.47268408551068,141.00751537235254,116.03820799138974,0.0,0.0,1627.0,165.41754388721301
4160,Lancer,Mitsubishi,2005.0,0.0,91.92156862745098,66.787210584344,76.51282051282051,94.91472868217055,101.28467153284672,0.0,0.0,1625.625,217.51953125
3723,Getz,Hyundai,2006.0,0.0,143.60385756676558,153.82215036378332,96.88535031847134,135.8918918918919,101.80701754385966,0.0,0.0,1623.75,178.08333333333331
3661,S-Class,Mercedes-Benz,2013.0,0.0,94.875,191.5897435897436,193.85365853658536,141.85714285714286,138.66666666666666,0.0,0.0,1623.375,163.625
3622,Impreza,Subaru,1995.0,0.0,214.20689655172413,326.3684210526316,183.5897435897436,131.24252491694352,473.53846153846155,0.0,0.0,1622.375,139.38020833333331
3958,Grand Espace,Renault,2006.0,0.0,222.1002386634845,181.7872340425532,125.05882352941177,155.79661016949152,208.94639556377078,0.0,0.0,1622.25,152.4626736111111
3712,Beetle,Volkswagen,2008.0,0.0,130.93333333333334,125.01886792452831,89.79423868312757,85.12605042016807,133.9083969465649,0.0,0.0,1621.625,187.9625
4088,944,Porsche,1988.0,0.0,37.292307692307695,36.78260869565217,36.8,36.75342465753425,36.653333333333336,0.0,0.0,1621.25,394.625
4016,Discovery Sport,Land Rover,2019.0,0.0,56.19402985074627,54.061643835616444,53.67785234899329,54.55421686746988,85.96970633693972,0.0,0.0,1621.0,277.5481770833333
4035,Legacy,Subaru,2005.0,0.0,94.78095238095239,123.83064516129032,124.18604651162791,81.5333095831849,59.57377049180328,0.0,0.0,1620.5,206.14088541666666
3163,VX,Vauxhall,2009.0,0.0,77.13207547169812,75.15789473684211,0.0,0.0,72.80952380952381,0.0,0.0,1619.875,238.0
4107,XC90,Volvo,2019.0,0.0,169.2614727854856,190.6,151.49392165691128,160.02824858757063,144.3258426966292,0.0,0.0,1619.375,156.5494318181818
4223,Boxster,Porsche,2012.0,0.0,174.23076923076923,147.23529411764707,142.5,131.76190476190476,123.91304347826087,0.0,0.0,1618.75,167.125
3776,Antara,Opel,2009.0,0.0,81.6,78.51282051282051,77.375,76.06976744186046,22.166666666666668,0.0,0.0,1618.625,250.25
3830,Picanto,Kia,2018.0,0.0,123.05991598496574,124.31343059106632,128.86275246594647,107.27918398186625,89.33603238866397,0.0,0.0,1616.875,186.7117430741236
3812,Primera,Nissan,2007.0,0.0,179.10638297872342,192.80058651026394,141.62376237623764,103.16622691292876,193.16462803288553,0.0,0.0,1616.75,157.89184027777776
3402,Zoe,Renault,2015.0,0.0,169.14285714285714,199.73320807891028,166.76136363636363,123.59183673469387,22.63157894736842,0.0,0.0,1612.25,171.39913194444443
4064,Evoque,Land Rover,2011.0,0.0,62.794871794871796,59.18604651162791,58.54545454545455,56.234042553191486,54.755102040816325,0.0,0.0,1612.0,280.875
3964,DS3,Citroen,2015.0,0.0,160.01033257991602,136.82673267326734,136.31152147731834,139.05882352941177,75.90566037735849,0.0,0.0,1611.875,173.37203414351853
3992,250,Mercedes-Benz,2016.0,0.0,83.76859504132231,86.22222222222223,86.24793388429752,83.93733681462142,61.020598006644526,0.0,0.0,1611.875,229.6631944444444
3935,Ix35,Hyundai,2015.0,0.0,230.8235294117647,182.77345537757438,166.8589972416031,167.9720930232558,276.8443496801706,0.0,0.0,1611.625,144.4203625801282
3876,RIO,Kia,2007.0,0.0,190.4561403508772,164.79166666666669,166.20256776034236,62.24175824175824,109.91803278688525,0.0,0.0,1610.375,176.58958333333334
3762,I40,Hyundai,2013.0,0.0,240.7838014369693,237.2732855680655,377.76750509857237,247.5773679274773,160.52863522888978,0.0,0.0,1605.875,133.67986996842006
3686,CX-5,Mazda,2020.0,0.0,137.03196347031965,138.05741626794259,80.64285714285714,109.93670886075951,105.64814814814815,0.0,0.0,1605.0,186.21805555555557
3948,Sharan,Volkswagen,2019.0,0.0,114.89008455034588,119.53521126760563,64.99706744868035,90.65668849391956,120.88311688311688,0.0,0.0,1603.375,198.6747796474359
3768,Eos,Volkswagen,2009.0,0.0,64.51685393258427,88.11940298507463,28.29032258064516,81.09333333333333,77.9493670886076,0.0,0.0,1602.5,249.375
3754,Swift,Suzuki,2009.0,0.0,123.69512195121952,84.74820143884892,99.89078498293514,192.36641221374046,158.11764705882354,0.0,0.0,1602.125,179.10104166666667
3376,Fit,Honda,2013.0,0.0,216.6015037593985,280.1301474326385,266.94736842105266,191.22797927461139,104.30061349693251,0.0,0.0,1597.75,144.21202813390312
3692,Zafira,Vauxhall,2010.0,0.0,120.6625386996904,89.28260214837867,66.15929203539824,84.97467248908298,95.89403973509934,0.0,0.0,1597.125,212.27831864316238
3421,500,Fiat,2017.0,0.0,188.36206896551727,169.5064291837318,145.47246107366954,88.13404417364814,152.5409252669039,0.0,0.0,1596.875,160.44459601738205
4001,Ibiza,SEAT,2005.0,0.0,97.54214647627822,123.98637547585655,67.0935960591133,70.96216216216216,57.939560439560445,0.0,0.0,1595.625,226.33919270833331
3286,i10,Hyundai,2016.0,0.0,213.40213439662253,217.92535751656786,160.42857142857142,68.03680981595092,93.70065789473685,0.0,0.0,1595.5,161.34713541666667
3620,XC60,Volvo,2016.0,0.0,208.06694560669456,284.94196804037006,276.29739776951675,145.45077720207252,195.4909090909091,0.0,0.0,1595.0,136.16152835029212
3836,Starlet,Toyota,1984.0,0.0,129.11627906976744,122.03921568627452,119.9622641509434,54.696969696969695,53.34285714285714,0.0,0.0,1592.375,210.4375
3294,Ix35,Hyundai,2011.0,0.0,230.920245398773,180.73239436619718,36.857142857142854,53.48571428571429,99.59558823529412,0.0,0.0,1589.25,198.40625
4027,Lancer,Mitsubishi,2017.0,0.0,64.05128205128206,87.20039005363236,85.60227272727273,79.88659793814432,76.13592233009709,0.0,0.0,1586.25,229.6753472222222
3619,Navigator,Lincoln,2005.0,0.0,88.88571428571429,0.0,79.05,74.30232558139535,71.42222222222222,0.0,0.0,1585.25,229.25
3649,Mini,MINI,2019.0,0.0,125.04615384615384,124.24186046511628,68.39234449760765,54.50261780104712,80.416,0.0,0.0,1584.625,212.79166666666669
3128,6-Series,BMW,2016.0,0.0,217.0217526413922,338.8422800221362,190.46153846153845,127.73809523809523,147.0731707317073,0.0,0.0,1584.0,142.5954427083333
3770,Golf,Volkswagen,1994.0,0.0,66.16153846153846,64.1830985915493,36.351851851851855,59.12820512820513,60.68292682926829,0.0,0.0,1582.75,283.20833333333337
3914,9-5,Saab,2006.0,0.0,162.21995926680245,160.625,125.48314606741573,92.12903225806451,95.5,0.0,0.0,1582.625,176.64791666666667
3444,Navara,Nissan,2015.0,0.0,116.0672268907563,87.90471034109368,69.25806451612904,69.08108108108108,78.4,0.0,0.0,1582.625,217.78993055555554
3684,Cayenne,Porsche,2016.0,0.0,87.2463768115942,81.68831168831169,26.8125,76.65882352941176,45.78846153846154,0.0,0.0,1581.5,261.1875
4094,Captur,Renault,2014.0,0.0,148.4456692913386,182.04444444444445,151.6751269035533,125.40566037735849,121.50241805480924,0.0,0.0,1580.75,162.94928855866357
3146,6,Mazda,2012.0,0.0,272.7469879518072,253.5897435897436,186.80020439448137,67.53488372093024,169.16666666666666,0.0,0.0,1574.375,143.1660037878788
3466,7-Series,BMW,2013.0,0.0,105.68041237113401,105.05714285714286,70.6197424892704,70.29828850855746,72.07272727272728,0.0,0.0,1573.375,213.20833333333334
3773,2 Series,BMW,2020.0,0.0,127.11111111111111,143.38283914982944,96.712,139.54524361948958,117.41180543534706,0.0,0.0,1573.0,175.4817662805944
3189,Beetle,Volkswagen,2006.0,0.0,85.12711864406779,72.73457099849473,39.99107142857142,56.04494382022472,31.48905109489051,0.0,0.0,1572.25,288.53125
3561,200,Mercedes-Benz,2016.0,0.0,89.03314917127071,81.31443298969073,24.52892561983471,36.67368421052632,84.8,0.0,0.0,1571.5,277.375
3764,A-Class,Mercedes-Benz,2010.0,0.0,66.90697674418605,65.06382978723404,54.91216216216216,34.607142857142854,40.824742268041234,0.0,0.0,1570.25,299.9791666666667
4201,Transit,Ford,2012.0,0.0,142.8160969277369,129.3846153846154,110.8214016578749,153.17820738137084,123.78461538461538,0.0,0.0,1567.75,170.8581597222222
5363,Civic,Honda,1991.0,0.0,29.871794871794872,28.41860465116279,28.136363636363637,127.15789473684211,143.78181818181818,0.0,0.0,1565.125,253.89583333333331
4040,Discovery,Land Rover,2000.0,0.0,103.375,160.41818181818184,114.6842105263158,84.7719298245614,103.375,0.0,0.0,1562.25,186.22916666666666
3781,Silver Shadow,Rolls Royce,1972.0,0.0,71.15,69.31818181818181,0.0,67.22916666666667,67.0,0.0,0.0,1559.125,245.875
4242,Exeo,SEAT,2011.0,0.0,135.91463414634148,127.10784313725492,156.15949960906957,120.42857142857143,130.11111111111111,0.0,0.0,1558.375,168.49340277777776
3579,Q2,Audi,2017.0,0.0,207.98207999999997,195.8158401184308,137.27396886096696,161.43723973825104,119.75303560403376,0.0,0.0,1557.625,152.39827056623932
3324,Ibiza,SEAT,2008.0,0.0,230.9375,151.49475947325985,114.19562525794468,110.03000517330575,65.84,0.0,0.0,1557.0,172.212890625
3769,Avensis,Toyota,2018.0,0.0,118.74156012067232,190.26804123711338,102.20066889632108,142.6770186335404,100.7017543859649,0.0,0.0,1556.25,172.17448341588965
3862,Berlingo,Citroen,2017.0,0.0,128.30434782608697,137.8111227701994,77.33333333333333,92.04938271604938,120.2226148409894,0.0,0.0,1555.625,187.96991550116547
4191,Sedici,Fiat,2007.0,0.0,115.41029207232268,233.9090909090909,183.28571428571428,169.24329324699355,171.48837209302326,0.0,0.0,1555.375,151.6545138888889
3400,208,Peugeot,2018.0,0.0,123.36850783182193,79.57055214723925,67.47826086956522,32.90530303030303,72.48663101604278,0.0,0.0,1554.625,236.33333333333331
3825,Partner Tepee,Peugeot,2016.0,0.0,172.18717879361645,183.43621458363293,91.93170731707316,88.69736842105263,165.77045355111565,0.0,0.0,1549.375,167.79101092191263
3670,S4,Audi,2014.0,0.0,77.66666666666667,72.04651162790698,70.68181818181819,0.0,64.3061224489796,0.0,0.0,1548.5,239.75
3766,Veloster,Hyundai,2012.0,0.0,112.5,97.49999999999999,57.666666666666664,88.08938547486034,74.00641025641026,0.0,0.0,1547.5,215.18194444444444
4244,Xc60,Volvo,2011.0,0.0,82.33333333333333,84.87096774193549,45.1651376146789,137.37483085250338,115.11363636363637,0.0,0.0,1544.25,210.22847222222222
3569,QASHQAI,Nissan,2020.0,0.0,208.02397260273972,161.84249628528974,134.25595238095238,175.22580645161293,109.39759036144578,0.0,0.0,1543.75,156.36756072874493
4193,Mokka,Vauxhall,2015.0,0.0,140.3969465648855,147.29032258064515,125.97235023041473,111.44776119402985,205.12820512820514,0.0,0.0,1543.625,162.67708333333334
4243,Vitz,Toyota,2016.0,0.0,57.1025641025641,56.2093023255814,55.79545454545455,54.765957446808514,54.265306122448976,0.0,0.0,1541.5,280.875
4141,MX-5,Mazda,2008.0,0.0,214.8181818181818,226.50717703349284,220.70306656694092,204.35714285714286,165.45454545454547,0.0,0.0,1540.625,139.42395833333333
3281,Rexton,Ssangyong,2019.0,0.0,81.78494623655914,47.354166666666664,46.51020408163265,44.23076923076923,28.271186440677965,0.0,0.0,1540.375,309.3125
3907,Grand Scenic,Renault,2007.0,0.0,112.42105263157895,131.39449541284404,94.26776564936512,140.3,146.73584905660377,0.0,0.0,1536.125,174.509765625
3877,Sandero Stepway,Dacia,2018.0,0.0,110.95669607056938,89.87212276214834,104.50147991543339,84.38987341772152,85.32253711201079,0.0,0.0,1535.625,200.5888480392157
3937,Note,Nissan,2012.0,0.0,140.67294751009422,109.69756097560976,100.42021276595744,104.27042253521127,60.23841059602649,0.0,0.0,1535.125,193.00833333333335
3341,C4 GRAND PICASSO,Citroen,2012.0,0.0,142.71219512195123,97.86919620569147,118.06896551724138,116.45454545454547,118.41258741258743,0.0,0.0,1533.875,176.16276041666666
3683,Legacy,Subaru,2014.0,0.0,75.3,69.20454545454545,0.0,64.5,62.24,0.0,0.0,1533.125,245.875
751,Focus,Ford,2008.0,0.0,100.09264565425023,0.0,0.0,0.0,0.0,122.38461538461539,45.2,1531.0,203.1590909090909
3336,159,Alfa Romeo,2009.0,0.0,166.6818181818182,109.3529411764706,52.294117647058826,169.70454545454547,113.3953488372093,0.0,0.0,1528.875,182.14583333333334
18,4-Series,BMW,2014.0,131.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.625,98.29166666666666
3761,S-Max,Ford,2013.0,0.0,85.42222222222222,79.65562913907284,84.09460278956944,32.10344827586207,86.82758620689656,0.0,0.0,1528.5,229.99739583333331
3909,IS,Lexus,2011.0,0.0,106.76,137.8876404494382,62.8,30.375,61.28888888888889,0.0,0.0,1527.75,237.34375
3822,Octavia,Skoda,2004.0,0.0,158.957345971564,148.26122448979592,75.10512129380054,108.38972963781669,66.5521472392638,0.0,0.0,1527.625,187.63038194444442
3636,Grand C-Max,Ford,2014.0,0.0,129.87951807228916,142.25643492903535,97.97945205479452,111.48936170212765,41.89090909090909,0.0,0.0,1527.125,184.46341145833335
19,5-Series,BMW,2011.0,858.1967213114755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.875,88.40416666666667
3435,X5,BMW,2009.0,0.0,21.177777777777777,73.328,72.67716535433071,19.32075471698113,18.854545454545455,0.0,0.0,1526.5,330.75
4138,Niro,Kia,2018.0,0.0,113.664,127.24566312255178,124.96794871794873,132.0159151193634,97.70422535211269,0.0,0.0,1526.5,176.42708333333334
3551,Impreza,Subaru,2007.0,0.0,422.73913043478257,205.76,185.53594176524112,201.05263157894737,115.05239179954442,0.0,0.0,1525.625,137.42664930555554
3674,ForFour,Smart,2015.0,0.0,59.23529411764706,55.38181818181818,54.464285714285715,0.0,99.45161290322581,0.0,0.0,1525.0,255.5
3808,Alhambra,SEAT,2019.0,0.0,83.42763157894737,92.87096774193549,76.32275132275133,88.84615384615384,61.857142857142854,0.0,0.0,1523.875,217.50555555555556
3633,Fabia,Skoda,2013.0,0.0,233.8772659238317,300.766761095373,376.22477064220186,171.0,232.57731958762886,0.0,0.0,1523.75,129.64254782884814
3340,Scenic,Renault,2008.0,0.0,200.1639344262295,85.29914529914531,83.97540983606558,184.3150684931507,127.8448275862069,0.0,0.0,1522.625,168.80694444444444
4418,Forester,Subaru,2003.0,0.0,97.90243902439025,95.14285714285714,93.76470588235294,92.59649122807018,91.73770491803279,0.0,0.0,1520.75,199.9375
4294,IS,Lexus,1999.0,0.0,83.15384615384616,79.1,78.25806451612904,75.44117647058823,73.33333333333333,0.0,0.0,1520.75,224.0
4009,Liana,Suzuki,2005.0,0.0,123.74500085455479,121.498430415068,110.95652173913042,107.49983718658417,102.18650793650794,0.0,0.0,1519.125,180.97778566919192
3892,Terios,Daihatsu,2008.0,0.0,87.91304347826086,114.47619047619048,156.47619047619048,76.17391304347827,76.13698630136986,0.0,0.0,1518.75,203.14583333333334
4087,Range Rover Velar,Land Rover,2018.0,0.0,119.40983606557377,104.75319926873857,120.77837837837838,101.95454545454545,101.2911084043849,0.0,0.0,1518.25,183.80104166666666
3628,Carens,Kia,2015.0,0.0,101.93406593406594,100.70077701216829,71.92292252107588,80.90756302521008,61.65022421524664,0.0,0.0,1517.0,212.86782407407406
4057,350,Mercedes-Benz,2011.0,0.0,55.19101123595506,53.402061855670105,24.904761904761905,51.61904761904762,50.99082568807339,0.0,0.0,1513.0,316.75
775,3-Series,BMW,2008.0,0.0,140.1188455008489,0.0,0.0,0.0,0.0,303.0,960.0,1512.375,161.13046874999998
20,Golf,Volkswagen,2016.0,999.84157051834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,88.13723958333334
3758,QASHQAI,Nissan,2010.0,0.0,146.84745762711864,110.76623376623377,92.37931034482759,74.96621621621621,41.81034482758621,0.0,0.0,1510.5,208.01666666666668
3531,2 Series,BMW,2017.0,0.0,131.48863636363637,128.1512491559757,103.125,29.20689655172414,115.97080291970804,0.0,0.0,1509.625,194.37743055555555
4151,CLS-Class,Mercedes-Benz,2012.0,0.0,112.0952380952381,157.21052631578948,99.63636363636364,125.16666666666667,108.53571428571429,0.0,0.0,1509.25,175.875
3652,Beetle,Volkswagen,2013.0,0.0,206.3728813559322,160.01082857971574,89.44029850746269,138.41317365269458,157.0,0.0,0.0,1508.625,160.6722800925926
4426,Celica,Toyota,1992.0,0.0,86.8695652173913,81.85185185185185,80.42857142857143,167.6875,161.83333333333334,0.0,0.0,1507.0,184.625
3590,Qashqai +2,Nissan,2009.0,0.0,207.08196721311475,258.4166666666667,129.83516483516485,211.1044776119403,138.0814479638009,0.0,0.0,1506.125,146.17239583333333
4073,Q3,Audi,2017.0,0.0,310.1808219178082,285.24951644100577,178.13400758533504,240.60427364585058,197.35544364374945,0.0,0.0,1501.875,130.9236887601438
4006,Jazz,Honda,2010.0,0.0,68.99628252788104,54.767932489451475,78.2415254237288,45.04788732394366,27.937313432835822,0.0,0.0,1501.75,282.53828124999995
4203,Crafter,Volkswagen,2015.0,0.0,43.20754716981132,113.01440922190201,84.0,170.352,155.6808510638298,0.0,0.0,1501.25,203.50434027777777
3741,TT,Audi,2013.0,0.0,76.6842105263158,70.9047619047619,69.90697674418605,0.0,64.8125,0.0,0.0,1501.125,236.25
4152,March,Nissan,2011.0,0.0,58.8,73.76470588235294,72.77142857142857,70.0,46.74698795180723,0.0,0.0,1500.875,251.5625
3858,Transit Connect,Ford,2019.0,0.0,83.32824427480917,76.05442176870748,74.51655629139073,17.555555555555557,66.83040935672514,0.0,0.0,1498.0,257.25
4629,7-Series,BMW,2011.0,0.0,91.27118644067797,203.83783783783784,53.60655737704918,83.96385542168674,82.92134831460673,0.0,0.0,1498.0,196.875
3290,CX-3,Mazda,2016.0,0.0,203.01075268817203,116.10963194988253,72.61146496815286,91.15264797507788,112.51317296678123,0.0,0.0,1497.75,176.75885416666665
847,3-Series,BMW,2006.0,0.0,142.0759193357058,0.0,0.0,0.0,0.0,0.0,0.0,1497.125,160.38750000000002
3780,Carina,Toyota,1991.0,0.0,43.8,0.0,42.41428571428571,41.6986301369863,41.22666666666667,0.0,0.0,1494.0,334.25
4054,Scirocco,Volkswagen,2011.0,0.0,106.8695652173913,86.624,58.16129032258064,98.9387755102041,206.77499999999998,0.0,0.0,1492.75,196.21875
3604,ML-Class,Mercedes-Benz,2009.0,0.0,226.48192771084337,209.69230769230768,116.32653061224491,102.23809523809524,134.51933701657458,0.0,0.0,1491.875,155.96875
4197,Q3,Audi,2012.0,0.0,153.12743152044462,188.47619047619048,125.0952380952381,169.5125179856115,89.31818181818181,0.0,0.0,1491.875,162.39388020833334
3968,RAV-4,Toyota,2011.0,0.0,201.25,210.80882352941177,203.013698630137,130.05882352941177,140.70886075949366,0.0,0.0,1490.375,144.73958333333331
3988,Forester,Subaru,2015.0,0.0,105.91666666666667,105.53571428571429,36.03030303030303,64.91596638655463,84.06315789473683,0.0,0.0,1490.375,223.41666666666666
4268,5-Series,BMW,1984.0,0.0,81.37037037037037,75.19354838709677,74.25,70.68571428571428,68.67567567567568,0.0,0.0,1489.875,228.375
4250,Touran,Volkswagen,2005.0,0.0,221.9,233.7923076923077,200.00758293838862,228.83720930232556,199.9375,0.0,0.0,1489.5,135.2595920138889
3721,Ix35,Hyundai,2010.0,0.0,203.56912917870406,298.8056872037914,181.8867924528302,142.86666666666667,172.87878787878788,0.0,0.0,1489.5,140.88750000000002
3662,Clio,Renault,2005.0,0.0,157.8481561822126,109.68635437881875,140.20296465222347,103.93625498007968,118.46385542168676,0.0,0.0,1489.0,169.98495370370372
3924,MX-5,Mazda,2004.0,0.0,57.28260869565217,59.82,59.64705882352941,0.0,57.80357142857143,0.0,0.0,1488.125,264.25
4047,S-MAX,Ford,2017.0,0.0,136.16551724137932,138.6806282722513,126.38946378174978,130.2740488710176,126.751677852349,0.0,0.0,1488.0,165.78819444444446
21,Focus,Ford,2013.0,697.5352614332526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.5,88.75750868055556
4361,LS,Lexus,2006.0,0.0,165.04,168.06666666666666,172.38709677419354,144.36363636363637,132.41176470588235,0.0,0.0,1486.125,153.5625
713,Golf,Volkswagen,2015.0,0.0,80.14453125,0.0,0.0,0.0,0.0,205.39024390243904,358.8234182834904,1485.375,177.97449652777777
3710,RIO,Kia,2008.0,0.0,141.4354066985646,103.48837209302326,81.08930540242557,83.00490196078431,71.26071428571427,0.0,0.0,1482.5,198.4923611111111
3671,2 Series,BMW,2016.0,0.0,148.59649122807016,134.97168682706368,101.25288831835688,84.57312546399407,124.37139470564993,0.0,0.0,1481.0,173.07482638888888
4002,Tourneo,Ford,2015.0,0.0,137.43904518329072,136.8091603053435,118.78069432684165,87.821482602118,89.76190476190476,0.0,0.0,1478.875,177.87356770833335
745,3-Series,BMW,2007.0,0.0,119.63059701492539,0.0,0.0,0.0,0.0,520.5095541401273,785.4545454545455,1478.5,166.70633680555557
4343,Landcruiser,Toyota,2012.0,0.0,47.5,46.5625,46.142857142857146,104.85185185185185,44.574074074074076,0.0,0.0,1478.0,280.875
3574,Vectra,Opel,2010.0,0.0,86.32432432432432,81.4390243902439,87.56666666666666,80.51515151515152,0.0,0.0,0.0,1477.125,210.0
3363,Defender,Land Rover,2001.0,0.0,40.885714285714286,91.36206896551724,39.7,39.48837209302326,39.22222222222222,0.0,0.0,1472.625,280.0
4034,Discovery,Land Rover,2001.0,0.0,24.833333333333332,56.14965986394558,56.06711409395973,23.470588235294116,533.6470588235294,0.0,0.0,1471.0,328.74479166666663
4182,Grand Scenic,Renault,2009.0,0.0,111.42168674698796,112.92022263450835,98.91743119266054,129.17045454545453,95.48148148148148,0.0,0.0,1468.625,181.0642361111111
3543,C5,Citroen,2010.0,0.0,74.43181818181819,70.66666666666667,14.92,67.84615384615384,14.654545454545454,0.0,0.0,1468.375,304.5
3461,159,Alfa Romeo,2007.0,0.0,86.34453781512606,153.48453608247422,72.84444444444445,228.16666666666666,197.75,0.0,0.0,1467.125,174.48958333333331
3691,Freelander,Land Rover,2005.0,0.0,61.204081632653065,40.14705882352941,38.72463768115942,48.97316636851521,94.8,0.0,0.0,1466.25,283.4453125
4206,V50,Volvo,2006.0,0.0,102.74774774774775,137.6126732673267,160.60298507462687,136.38250254323498,231.44827586206895,0.0,0.0,1465.875,159.6142361111111
4118,90 Series,Volvo,2005.0,0.0,105.70588235294117,101.7375,45.86666666666667,65.54838709677419,98.14285714285715,0.0,0.0,1465.375,211.75
